"0","94","5009 Tamara Mountains, Brianfurt, AL 06595","1973-08-27 11:14:18","0.95"
"1","11","58053 Ellison Drives Suite 888, Port Josephland, MI 58598","2005-10-27 12:21:46","0.95"
"2","90","3664 Megan Valleys, Kirkmouth, OH 78578","2013-08-20 19:03:52","0.9"
"3","79","5643 Smith Island Apt. 252, Edwardsland, NV 65740","2018-12-30 18:11:59","0.8"
"4","61","830 Kevin Estate Suite 282, Dixonborough, OR 66658","1971-08-29 04:10:56","0.9"
"5","61","09681 May Circles, Elijahshire, TX 04754","1997-09-20 23:12:24","0.75"
"6","54","028 Allen Viaduct, Andrewmouth, MI 40068","2005-07-06 21:52:45","0.75"
"7","74","18048 Stephen Plaza Apt. 084, Port Darren, NV 57524","1974-10-07 08:55:14","0.65"
"8","15","394 Bradley Stravenue, Davidmouth, ID 93729","1986-09-15 13:29:23","0.7"
"9","96","8050 Flores Field, Turnerfurt, MS 84801","2000-07-19 14:31:45","0.95"
"10","87","097 Jennifer Ridges Suite 354, Whiteheadbury, VA 79770","1975-07-27 19:58:13","0.95"
"11","5","67010 Thomas Lakes, Port Danielshire, MI 88649","2019-07-25 07:25:03","0.95"
"12","9","362 Justin Wells, Millerchester, MH 92977","2009-09-01 20:38:56","0.75"
"13","2","50518 Jason Overpass, Teresaberg, IL 39571","2006-11-09 18:45:37","0.75"
"14","46","50784 Karina Squares Apt. 570, South Melanieburgh, AL 91147","2015-10-25 05:49:41","0.85"
"15","58","99025 Michael Trail Suite 215, New Edward, NM 78616","2010-04-28 01:47:29","0.7"
"16","94","9762 Avila Ranch Suite 311, Port Gina, MS 33794","1986-01-17 14:57:48","0.85"
"17","60","5308 Pierce Burg, New Alexandraborough, IL 95364","1974-03-17 14:07:16","0.75"
"18","48","17902 Alice Views Suite 406, Michaelview, MS 61612","1986-10-09 15:06:03","0.8"
"19","31","662 Christopher Bridge Apt. 839, Darrenbury, UT 77194","1981-12-03 22:08:07","0.8"
"20","8","PSC 4311, Box 6802, APO AA 37273","2011-06-09 01:05:52","0.85"
"21","42","98520 Collier Mountains Suite 126, West Melinda, NC 17433","2023-09-02 13:17:54","0.7"
"22","0","48669 Bowers Mountains Apt. 757, East Ashley, DE 66342","1970-05-11 01:32:14","0.85"
"23","29","PSC 8924, Box 0622, APO AP 86443","2015-12-02 21:13:55","0.8"
"24","46","3249 Alvarez Viaduct, Tylerburgh, MA 50534","2001-07-29 08:02:18","0.65"
"25","94","8541 Don Knoll Apt. 452, Wolfeton, NH 37058","1986-05-29 22:00:50","0.65"
"26","88","284 Stephen Row, Port Ericaborough, ND 98070","1982-12-17 22:26:33","0.65"
"27","61","30278 Smith Ferry, East Joseph, MD 17703","1974-05-01 08:25:07","0.7"
"28","75","034 Joseph Wells, Beckerview, LA 35008","1987-03-29 18:10:31","0.9"
"29","4","09581 Johnson Trail Suite 342, Thomasborough, IN 28566","1998-08-04 07:47:26","0.9"
"30","44","39905 Phillips Wall, Port Jacquelinechester, NH 08851","1978-01-19 04:06:09","0.75"
"31","14","3473 Laura Ferry, South Thomasfurt, NJ 92493","1977-10-29 21:30:09","0.75"
"32","53","34999 Ramos Mission, South Mariaport, CO 36292","1973-07-10 11:39:33","0.75"
"33","30","7354 Johnson Cliffs, Brianfurt, WI 03300","1974-06-17 22:20:17","0.7"
"34","12","065 Burton Branch, Gibbstown, MH 49322","2018-07-30 09:26:46","0.75"
"35","7","829 Sean Fields, South Pamelastad, PW 34775","1998-09-19 06:37:39","0.75"
"36","74","757 Michael Row Suite 718, New Ray, NY 14832","1985-06-16 04:23:29","0.75"
"37","51","513 Rodriguez Path Suite 342, Port Anneton, MA 10393","2005-07-02 20:20:53","0.75"
"38","30","3960 Rhonda Keys Apt. 680, Cranebury, VA 04209","2024-02-24 15:09:55","0.9"
"39","14","9416 Andrew Stravenue Apt. 655, Michelleborough, RI 28522","1995-08-25 23:52:23","0.95"
"40","73","1753 Drake Burg Apt. 102, Christinaberg, NY 23764","2022-11-12 05:03:01","0.8"
"41","20","2915 Burnett Pike, Jasonmouth, MS 25650","1976-01-24 07:08:21","0.8"
"42","92","620 Courtney Gardens, Thompsonshire, NC 47004","1995-07-01 02:54:35","0.95"
"43","69","75350 Smith Throughway Suite 320, Lake Kevin, GA 24810","1998-05-20 00:59:16","0.75"
"44","59","Unit 6925 Box 7835, DPO AA 95474","2006-01-30 21:31:22","0.9"
"45","7","1848 Ford Isle Suite 453, Laurenfort, GU 61750","2017-11-04 00:27:42","0.85"
"46","64","8789 Rivera Way, North Brandon, NH 51203","2013-10-20 08:56:07","0.8"
"47","14","4121 Nicholas Underpass, North Brandon, ND 01390","1974-06-03 06:32:18","0.95"
"48","26","763 Lisa Plains, Brendanburgh, PR 36686","1972-08-31 22:00:14","0.95"
"49","95","8409 Griffin Squares Apt. 770, Lake Judyburgh, WI 00546","1975-07-06 01:35:38","0.95"
"50","74","825 Candace Trail, Port Christopher, MO 17554","2005-09-09 23:58:45","0.85"
"51","55","00018 Kathleen Extension Apt. 287, Hughesborough, ME 11660","2023-01-29 21:00:08","0.95"
"52","64","86845 Wanda Pass, Hallhaven, SC 69352","2000-03-18 13:42:38","0.85"
"53","89","906 Guerrero Well, Floresborough, OK 88874","1980-09-21 12:05:58","0.95"
"54","80","6335 Wu Square Suite 091, South Roger, NV 28393","1980-09-07 07:27:43","0.7"
"55","74","USNS Serrano, FPO AP 36911","1978-06-04 00:36:27","0.95"
"56","82","810 Ali Falls Apt. 679, East Brittney, MO 38677","2016-04-18 21:35:59","0.85"
"57","81","283 Valerie Plains, North Pedro, MP 64439","1990-09-26 07:46:12","0.9"
"58","87","PSC 4618, Box 4671, APO AE 04333","1975-05-22 12:39:52","0.75"
"59","45","69838 Mackenzie Burgs Apt. 069, Johnstonborough, AK 18031","2015-10-10 18:04:24","0.95"
"60","47","100 Patricia Brooks Suite 888, New Kellyshire, LA 81531","1986-09-13 04:48:05","0.9"
"61","66","33544 Ana Avenue, West Jenniferborough, MS 81659","1980-08-23 09:59:59","0.9"
"62","34","4359 Chapman Cliffs, Underwoodbury, GU 92211","2001-10-13 17:06:09","0.65"
"63","19","8720 Merritt Stravenue, Amandaview, HI 41567","2018-05-11 12:14:38","0.7"
"64","67","34943 Mason Camp Suite 466, Port David, WA 79050","2018-07-02 21:28:19","0.9"
"65","12","8711 Schmitt Curve, Amandaton, KY 95839","1974-11-04 21:53:08","0.9"
"66","30","29505 Doyle Oval Apt. 872, North Alexander, TN 72583","1986-11-16 15:08:08","0.95"
"67","31","739 Miguel Inlet Suite 700, Lake Ricardo, WY 86582","1970-03-18 19:56:24","0.75"
"68","76","802 Atkins Street, South Stephanieside, AS 56019","2005-04-17 07:23:33","0.8"
"69","20","20957 Julia Center Suite 078, South Elizabethtown, KS 14917","1996-03-31 16:57:42","0.8"
"70","50","12611 Hancock Cape Suite 959, South Johnberg, IN 36213","2024-03-12 18:31:16","0.75"
"71","5","50066 Duarte Lock, Jadeburgh, LA 36637","2005-03-11 00:12:30","0.9"
"72","37","4113 Cynthia Cove, Brianport, ME 59330","1989-03-16 02:35:50","0.9"
"73","3","Unit 3280 Box 9627, DPO AP 42670","1995-10-27 14:00:38","0.7"
"74","48","6032 Michael Port, Leahborough, HI 53469","1990-11-02 15:46:52","0.7"
"75","44","97222 Bullock Mall, Thompsonberg, MD 55568","2022-01-16 01:27:52","0.95"
"76","26","26685 Ayala Orchard, North Kayla, MD 58815","1981-01-16 11:45:28","0.8"
"77","49","6939 Patrick Springs Suite 965, South Michelletown, AL 52036","1979-11-20 08:02:19","0.95"
"78","9","Unit 0838 Box 2357, DPO AA 51573","2002-12-21 05:08:23","0.85"
"79","34","31266 White Cove Apt. 485, Lake Heatherberg, IL 37624","1974-02-02 00:56:00","0.85"
"80","45","79132 Davis Land, Blackton, MH 33386","1979-06-26 22:47:28","0.95"
"81","87","USNV Roberts, FPO AA 85200","1996-03-04 00:29:03","0.85"
"82","49","9303 Daniel Ports, East Sara, OH 85895","1983-09-07 03:40:11","0.85"
"83","18","66006 Tracie Coves, Sanchezmouth, MO 65947","1989-04-12 16:01:54","0.65"
"84","99","364 Andrew Circle Apt. 080, Kathryntown, AK 13207","2010-11-15 21:59:43","0.65"
"85","57","36881 Duran Groves Suite 930, Port Mindyfurt, MO 88164","2006-06-01 14:57:47","0.7"
"86","62","06269 Ramirez Avenue, Whitetown, NC 98188","1979-04-04 22:42:51","0.8"
"87","98","517 Woodard Grove Suite 540, Michaelfort, ME 67333","1988-11-22 12:49:20","0.7"
"88","30","48912 Johnson Meadows, Joshuamouth, MS 11886","1975-02-12 15:14:25","0.85"
"89","63","8388 Jason Isle Apt. 301, South Josephfort, NV 77196","2017-05-28 17:02:00","0.8"
"90","88","44172 Turner Vista, Millerfurt, NV 12034","2001-03-10 02:54:33","0.9"
"91","65","557 Colon Plain, Samanthaberg, MD 73650","2002-01-31 10:07:21","0.7"
"92","29","234 Mcclain Neck Apt. 583, Lake Jamesside, DE 02637","2007-12-27 23:52:44","0.65"
"93","85","90927 Laurie Isle Apt. 545, West Timothyview, NE 92991","2011-05-27 02:11:53","0.95"
"94","33","41380 Jeremy Knoll Suite 606, West Anitaberg, OR 06797","2016-07-17 04:12:30","0.9"
"95","43","USS Davis, FPO AP 66203","1976-07-14 03:42:42","0.75"
"96","13","328 Huynh Manor, East Carol, MA 37453","2013-08-08 18:18:52","0.85"
"97","74","55226 Meghan Forge, Shannonshire, GU 45362","1991-04-11 22:55:37","0.8"
"98","39","0180 Berg Mission Apt. 979, Chadview, MO 17268","2004-06-25 03:30:04","0.65"
"99","97","1225 Jennifer Neck Suite 481, East Davidville, AZ 92971","2019-03-24 20:14:35","0.8"
"100","13","USS Martinez, FPO AA 27902","2011-04-13 20:32:18","0.85"
"101","46","44985 Rita Neck, Lake Mark, OH 97000","1990-01-02 22:16:47","0.85"
"102","51","58826 Davis Glens, Amandaport, NC 67542","1993-02-10 03:42:01","0.95"
"103","24","51475 Nicole Ways, West Gregory, OK 33174","1983-11-19 12:34:31","0.95"
"104","30","PSC 6207, Box 8392, APO AP 93003","2022-06-13 08:38:05","0.75"
